mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	0
1	1	0	0	1.0		0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	0
1	1	0	0	1.0		0	0	2/2	1	1	1/4	1/4	1		-2	70	Bb4	4	0
1	1	1	1	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	1
1	1	1	1	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		1	67	G4	4	1
1	1	1	1	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-2	70	Bb4	4	1
1	1	2	2	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-2	58	Bb3	3	2
1	1	2	2	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-3	63	Eb4	4	2
1	1	2	2	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		1	67	G4	4	2
1	1	9/4	9/4	0.25		9/16	9/16	2/2	2	1	1/16	1/16	1		-2	46	Bb2	2	3
1	1	5/2	5/2	0.25		5/8	5/8	2/2	2	1	1/16	1/16	1		0	48	C3	3	4
1	1	11/4	11/4	0.25		11/16	11/16	2/2	2	1	1/16	1/16	1		2	50	D3	3	5
1	1	3	3	0.25		3/4	3/4	2/2	2	1	1/16	1/16	1		-3	51	Eb3	3	6
1	1	13/4	13/4	0.25		13/16	13/16	2/2	2	1	1/16	1/16	1		-1	53	F3	3	7
1	1	7/2	7/2	0.25		7/8	7/8	2/2	2	1	1/16	1/16	1		1	55	G3	3	8
1	1	15/4	15/4	0.25		15/16	15/16	2/2	2	1	1/16	1/16	1		-3	51	Eb3	3	9
2	2	4	4	0.5		0	0	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	13
2	2	4	4	1.0		0	0	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	10
2	2	4	4	1.0		0	0	2/2	1	1	1/4	1/4	1		2	62	D4	4	10
2	2	4	4	1.0		0	0	2/2	1	1	1/4	1/4	1		-1	65	F4	4	10
2	2	5	5	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	11
2	2	5	5	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		2	62	D4	4	11
2	2	5	5	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-1	65	F4	4	11
2	2	6	6	0.25		1/2	1/2	2/2	2	1	1/16	1/16	1		-4	56	Ab3	3	14
2	2	6	6	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-2	58	Bb3	3	12
2	2	6	6	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-1	65	F4	4	12
2	2	6	6	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-4	68	Ab4	4	12
2	2	6	6	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1		-2	70	Bb4	4	12
2	2	25/4	25/4	0.25		9/16	9/16	2/2	2	1	1/16	1/16	1		1	55	G3	3	15
2	2	13/2	13/2	0.25		5/8	5/8	2/2	2	1	1/16	1/16	1		-1	53	F3	3	16
2	2	27/4	27/4	0.25		11/16	11/16	2/2	2	1	1/16	1/16	1		-3	51	Eb3	3	17
2	2	7	7	0.25		3/4	3/4	2/2	2	1	1/16	1/16	1		2	50	D3	3	18
2	2	29/4	29/4	0.25		13/16	13/16	2/2	2	1	1/16	1/16	1		0	48	C3	3	19
2	2	15/2	15/2	0.25		7/8	7/8	2/2	2	1	1/16	1/16	1		-2	46	Bb2	2	20
2	2	31/4	31/4	0.25		15/16	15/16	2/2	2	1	1/16	1/16	1		2	50	D3	3	21
3	3	8	8	0.5		0	0	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	25
3	3	8	8	1.0		0	0	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	22
3	3	8	8	1.0		0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	22
3	3	8	8	1.0		0	0	2/2	1	1	1/4	1/4	1		-2	70	Bb4	4	22
3	3	9	9	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	23
3	3	9	9	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		1	67	G4	4	23
3	3	9	9	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		-2	70	Bb4	4	23
