mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0		0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	0
1	1	1/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	2
1	1	1/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	2
1	1	1/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	2
1	1	1	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	3
1	1	1	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	3
1	1	1	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	3
1	1	3/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	4
1	1	3/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	4
1	1	3/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	4
1	1	2	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	1
1	1	2	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	1
1	1	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	5
1	1	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	5
1	1	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	5
1	1	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	6
1	1	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	6
1	1	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	6
1	1	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	7
1	1	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	7
1	1	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	7
2	2	4	2.0		0	0	4/4	1	1	1/2		1/2	1		7	73	C#5	5	8
2	2	9/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	10
2	2	9/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	10
2	2	9/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	10
2	2	5	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	11
2	2	5	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	11
2	2	5	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	11
2	2	11/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	12
2	2	11/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	12
2	2	11/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	12
2	2	6	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		6	66	F#4	4	9
2	2	6	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		6	78	F#5	5	9
2	2	13/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	13
2	2	13/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	13
