mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	9/8	2	2	3/8		1/4	3/2		0	48	15
1	1	0	0	9/8	2	1	1/8		1/8	1		4	52	6
1	1	0	0	9/8	1	1	3/4		1/2	3/2		0	72	0
1	1	1/8	1/8	9/8	2	1	1/8		1/8	1		1	55	7
1	1	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60	8
1	1	3/8	3/8	9/8	2	1	1/8		1/8	1		4	52	9
1	1	1/2	1/2	9/8	2	1	1/8		1/8	1		1	55	10
1	1	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	11
1	1	3/4	3/4	9/8	1	1	0	grace16	1/16	1		5	71	1
1	1	3/4	3/4	9/8	1	1	0	grace16	1/16	1		0	72	2
1	1	3/4	3/4	9/8	2	1	1/8		1/8	1		4	52	12
1	1	3/4	3/4	9/8	1	1	1/4		1/4	1	1	4	76	3
1	1	7/8	7/8	9/8	2	1	1/8		1/8	1		1	55	13
1	1	1	1	9/8	2	1	1/8		1/8	1		0	60	14
1	1	1	1	9/8	1	1	3/32		1/16	3/2	-1	4	76	4
1	1	35/32	35/32	9/8	1	1	1/32		1/32	1		0	72	5
2	2	0	0	9/8	2	2	3/8		1/4	3/2		0	48	35
2	2	0	0	9/8	2	1	1/8		1/8	1		4	52	26
2	2	0	0	9/8	1	1	3/8		1/4	3/2	1	1	67	16
2	2	1/8	1/8	9/8	2	1	1/8		1/8	1		1	55	27
2	2	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60	28
2	2	3/8	3/8	9/8	2	1	1/8		1/8	1		4	52	29
2	2	3/8	3/8	9/8	1	1	1/4		1/4	1	-1	1	67	17
2	2	1/2	1/2	9/8	2	1	1/8		1/8	1		1	55	30
2	2	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	31
2	2	5/8	5/8	9/8	1	1	1/16		1/16	1		6	66	18
2	2	11/16	11/16	9/8	1	1	1/16		1/16	1		1	67	19
2	2	3/4	3/4	9/8	2	1	1/8		1/8	1		4	52	32
2	2	3/4	3/4	9/8	1	1	1/16		1/16	1		8	68	20
2	2	13/16	13/16	9/8	1	1	1/16		1/16	1		3	69	21
2	2	7/8	7/8	9/8	2	1	1/8		1/8	1		1	55	33
2	2	7/8	7/8	9/8	1	1	1/16		1/16	1		-2	70	22
2	2	15/16	15/16	9/8	1	1	1/16		1/16	1		5	71	23
2	2	1	1	9/8	2	1	1/8		1/8	1		0	60	34
2	2	1	1	9/8	1	1	1/16		1/16	1		0	72	24
2	2	17/16	17/16	9/8	1	1	1/16		1/16	1		7	73	25
3	3	0	0	9/8	2	2	3/8		1/4	3/2		5	47	51
3	3	0	0	9/8	2	1	1/8		1/8	1		-1	53	42
3	3	0	0	9/8	1	1	3/4		1/2	3/2		2	74	36
3	3	1/8	1/8	9/8	2	1	1/8		1/8	1		1	55	43
3	3	1/4	1/4	9/8	2	1	1/8		1/8	1		2	62	44
3	3	3/8	3/8	9/8	2	1	1/8		1/8	1		-1	53	45
3	3	1/2	1/2	9/8	2	1	1/8		1/8	1		1	55	46
3	3	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62	47
3	3	3/4	3/4	9/8	1	1	0	grace16	1/16	1		7	73	37
3	3	3/4	3/4	9/8	1	1	0	grace16	1/16	1		2	74	38
3	3	3/4	3/4	9/8	2	1	1/8		1/8	1		-1	53	48
3	3	3/4	3/4	9/8	1	1	1/4		1/4	1	1	-1	77	39
3	3	7/8	7/8	9/8	2	1	1/8		1/8	1		1	55	49
3	3	1	1	9/8	2	1	1/8		1/8	1		2	62	50
3	3	1	1	9/8	1	1	3/32		1/16	3/2	-1	-1	77	40
3	3	35/32	35/32	9/8	1	1	1/32		1/32	1		2	74	41
4	4	0	0	9/8	2	2	3/8		1/4	3/2		5	47	71
4	4	0	0	9/8	2	1	1/8		1/8	1		-1	53	62
4	4	0	0	9/8	1	1	3/8		1/4	3/2	1	1	67	52
4	4	1/8	1/8	9/8	2	1	1/8		1/8	1		1	55	63
4	4	1/4	1/4	9/8	2	1	1/8		1/8	1		2	62	64
4	4	3/8	3/8	9/8	2	1	1/8		1/8	1		-1	53	65
4	4	3/8	3/8	9/8	1	1	1/4		1/4	1	-1	1	67	53
4	4	1/2	1/2	9/8	2	1	1/8		1/8	1		1	55	66
