mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.5	0	0	6/8	2	1	3/8			1/4	3/2		3	33	A1	1	2
1	1	0	0	1.5	0	0	6/8	2	1	3/8			1/4	3/2		3	45	A2	2	2
1	1	0	0	1.5	0	0	6/8	1	1	3/8			1/4	3/2		3	57	A3	3	0
1	1	3/2	3/2	1.5	3/8	3/8	6/8	2	1	3/8			1/4	3/2		7	37	C#2	2	3
1	1	3/2	3/2	1.5	3/8	3/8	6/8	2	1	3/8			1/4	3/2		7	49	C#3	3	3
1	1	3/2	3/2	1.5	3/8	3/8	6/8	1	1	3/8			1/4	3/2		7	61	C#4	4	1
2	2	3	3	1.5	0	0	6/8	2	1	3/8			1/4	3/2		6	42	F#2	2	10
2	2	3	3	1.5	0	0	6/8	2	1	3/8			1/4	3/2		7	49	C#3	3	10
2	2	3	3	1.5	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	10
2	2	3	3	1.5	0	0	6/8	1	2	3/8			1/4	3/2		7	61	C#4	4	9
2	2	3	3	1.5	0	0	6/8	1	2	3/8			1/4	3/2		6	66	F#4	4	9
2	2	3	3	1.0	0	0	6/8	1	1	1/4			1/4	1		3	69	A4	4	4
2	2	3	3	1.0	0	0	6/8	1	1	1/4			1/4	1		7	73	C#5	5	4
2	2	4	4	0.5	1/4	1/4	6/8	1	1	1/8			1/8	1		3	69	A4	4	5
2	2	9/2	9/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		6	42	F#2	2	11
2	2	9/2	9/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		7	49	C#3	3	11
2	2	9/2	9/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		6	54	F#3	3	11
2	2	9/2	9/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		7	61	C#4	4	6
2	2	9/2	9/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	6
2	2	5	5	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		3	45	A2	2	12
2	2	5	5	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		7	49	C#3	3	12
2	2	5	5	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		3	57	A3	3	12
2	2	5	5	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		7	61	C#4	4	7
2	2	5	5	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		6	66	F#4	4	7
2	2	11/2	11/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		8	44	G#2	2	13
2	2	11/2	11/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		7	49	C#3	3	13
2	2	11/2	11/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		8	56	G#3	3	13
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		5	59	B3	3	8
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		7	61	C#4	4	8
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		11	65	E#4	4	8
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	8
3	3	6	6	1.5	0	0	6/8	2	1	3/8			1/4	3/2		6	42	F#2	2	17
3	3	6	6	1.5	0	0	6/8	2	1	3/8			1/4	3/2		7	49	C#3	3	17
3	3	6	6	1.5	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	17
3	3	6	6	1.5	0	0	6/8	1	1	3/8			1/4	3/2		3	57	A3	3	14
3	3	6	6	1.5	0	0	6/8	1	1	3/8			1/4	3/2		7	61	C#4	4	14
