mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5		0	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	0
1	0	1/2	0.5		1/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	1
2	1	1	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	2
2	1	3/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	3
2	1	2	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	4
2	1	5/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		2	50	D3	3	5
2	1	3	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	6
2	1	7/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	7
3	2	4	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	9
3	2	9/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	10
3	2	5	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	11
3	2	11/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		2	50	D3	3	12
3	2	6	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	13
3	2	13/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	14
3	2	13/2	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		-2	82	Bb5	5	8
4	3	7	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	19
4	3	7	1.0		0	0	6/8	1	1	1/4	1/4	1		-2	82	Bb5	5	15
4	3	15/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-1	53	F3	3	20
4	3	8	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		-4	56	Ab3	3	21
4	3	8	0.5		1/4	1/4	6/8	1	1	1/8	1/8	1		-4	80	Ab5	5	16
4	3	17/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		4	52	E3	3	22
4	3	17/2	1.0		3/8	3/8	6/8	1	1	1/4	1/4	1		-1	77	F5	5	17
4	3	9	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-1	53	F3	3	23
4	3	19/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		-4	56	Ab3	3	24
4	3	19/2	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		2	74	D5	5	18
5	4	10	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	27
5	4	10	1.0		0	0	6/8	1	1	1/4	1/4	1		-3	75	Eb5	5	25
5	4	21/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	28
5	4	11	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	29
5	4	23/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		2	50	D3	3	30
5	4	12	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	31
5	4	25/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	32
5	4	25/2	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		-2	70	Bb4	4	26
6	5	13	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	37
6	5	13	1.0		0	0	6/8	1	1	1/4	1/4	1		-2	70	Bb4	4	33
6	5	27/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-1	53	F3	3	38
6	5	14	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		-4	56	Ab3	3	39
6	5	14	0.5		1/4	1/4	6/8	1	1	1/8	1/8	1		-4	68	Ab4	4	34
6	5	29/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		4	52	E3	3	40
6	5	29/2	1.0		3/8	3/8	6/8	1	1	1/4	1/4	1		-1	65	F4	4	35
6	5	15	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-1	53	F3	3	41
6	5	31/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		-4	56	Ab3	3	42
6	5	31/2	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	36
7	6	16	1.0		0	0	6/8	2	1	1/4	1/4	1		-3	39	Eb2	2	44
7	6	16	1.0		0	0	6/8	2	1	1/4	1/4	1		-3	51	Eb3	3	44
7	6	16	1.0		0	0	6/8	1	1	1/4	1/4	1		1	55	G3	3	43
7	6	16	1.0		0	0	6/8	1	1	1/4	1/4	1		-3	63	Eb4	4	43
7	6	18	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	45
7	6	37/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	46
8	7	19	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	47
8	7	39/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	48
8	7	20	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	49
8	7	41/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		2	50	D3	3	50
8	7	21	0.5		1/2	1/2	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	51
8	7	43/2	0.5		5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	52
9	8	22	0.5		0	0	6/8	2	1	1/8	1/8	1		-2	46	Bb2	2	54
9	8	45/2	0.5		1/8	1/8	6/8	2	1	1/8	1/8	1		-3	51	Eb3	3	55
9	8	23	0.5		1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	56
9	8	47/2	0.5		3/8	3/8	6/8	2	1	1/8	1/8	1		2	50	D3	3	57
