mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	2/4	1	1	1/4	1/4	1		-3	63	Eb4	4	0
1	1	0	0	1.0		0	0	2/4	1	1	1/4	1/4	1		1	67	G4	4	0
1	1	1	1	1.0		1/4	1/4	2/4	1	1	1/4	1/4	1		-2	58	Bb3	3	1
1	1	1	1	1.0		1/4	1/4	2/4	1	1	1/4	1/4	1		-1	65	F4	4	1
2	2	2	2	1.5		0	0	2/4	2	1	3/8	1/4	3/2		0	36	C2	2	5
2	2	2	2	1.5		0	0	2/4	2	1	3/8	1/4	3/2		0	48	C3	3	5
2	2	2	2	1.5		0	0	2/4	1	1	3/8	1/4	3/2		1	55	G3	3	2
2	2	2	2	1.5		0	0	2/4	1	1	3/8	1/4	3/2		-3	63	Eb4	4	2
2	2	7/2	7/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		0	48	C3	3	6
2	2	7/2	7/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-3	51	Eb3	3	6
2	2	7/2	7/2	0.375		3/8	3/8	2/4	1	1	3/32	1/16	3/2		-3	63	Eb4	4	3
2	2	31/8	31/8	0.125		15/32	15/32	2/4	1	1	1/32	1/32	1		-4	68	Ab4	4	4
3	3	4	4	0.5		0	0	2/4	2	1	1/8	1/8	1		-2	46	Bb2	2	13
3	3	4	4	0.5		0	0	2/4	2	1	1/8	1/8	1		4	52	E3	3	13
3	3	4	4	0.5		0	0	2/4	1	1	1/8	1/8	1		1	67	G4	4	7
3	3	9/2	9/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		-2	46	Bb2	2	14
3	3	9/2	9/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		4	52	E3	3	14
3	3	9/2	9/2	0.375		1/8	1/8	2/4	1	1	3/32	1/16	3/2		1	67	G4	4	8
3	3	39/8	39/8	0.125		7/32	7/32	2/4	1	1	1/32	1/32	1		-5	73	Db5	5	9
3	3	5	5	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	45	A2	2	15
3	3	5	5	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		-1	53	F3	3	15
3	3	5	5	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		0	72	C5	5	10
3	3	11/2	11/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-4	44	Ab2	2	16
3	3	11/2	11/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		6	54	F#3	3	16
3	3	11/2	11/2	0.375		3/8	3/8	2/4	1	1	3/32	1/16	3/2		0	72	C5	5	11
3	3	47/8	47/8	0.125		15/32	15/32	2/4	1	1	1/32	1/32	1		2	74	D5	5	12
4	4	6	6	1.5		0	0	2/4	2	2	3/8	1/4	3/2		1	43	G2	2	28
4	4	6	6	0.5		0	0	2/4	2	1	1/8	1/8	1		1	55	G3	3	25
4	4	6	6	0.5		0	0	2/4	1	2	1/8	1/8	1		-3	63	Eb4	4	22
4	4	6	6	0.75		0	0	2/4	1	1	3/16	1/8	3/2		-3	75	Eb5	5	17
4	4	13/2	13/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		3	57	A3	3	26
4	4	13/2	13/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		-3	63	Eb4	4	23
4	4	13/2	13/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		6	66	F#4	4	23
4	4	27/4	27/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		0	72	C5	5	18
4	4	7	7	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		5	59	B3	3	27
4	4	7	7	0.5		1/4	1/4	2/4	1	2	1/8	1/8	1		2	62	D4	4	24
4	4	7	7	0.5		1/4	1/4	2/4	1	2	1/8	1/8	1		1	67	G4	4	24
4	4	7	7	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		5	71	B4	4	19
4	4	15/2	15/2	0.25		3/8	3/8	2/4	1	1	1/16	1/16	1		1	79	G5	5	20
4	4	31/4	31/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		-3	87	Eb6	6	21
5	5	8	8	1.5		0	0	2/4	2	2	3/8	1/4	3/2		1	55	G3	3	41
5	5	8	8	0.5		0	0	2/4	2	1	1/8	1/8	1		1	67	G4	4	37
5	5	8	8	0.5		0	0	2/4	1	2	1/8	1/8	1		-3	75	Eb5	5	33
5	5	8	8	0.75		0	0	2/4	1	1	3/16	1/8	3/2		-3	87	Eb6	6	29
5	5	17/2	17/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	38
5	5	17/2	17/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		-3	75	Eb5	5	34
5	5	17/2	17/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		6	78	F#5	5	34
5	5	35/4	35/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		0	84	C6	6	30
5	5	9	9	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		5	71	B4	4	39
5	5	9	9	0.5		1/4	1/4	2/4	1	2	1/8	1/8	1		2	74	D5	5	35
5	5	9	9	0.5		1/4	1/4	2/4	1	2	1/8	1/8	1		1	79	G5	5	35
5	5	9	9	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		5	83	B5	5	31
5	5	19/2	19/2	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1		1	67	G4	4	42
5	5	19/2	19/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-2	70	Bb4	4	40
5	5	19/2	19/2	0.5		3/8	3/8	2/4	1	2	1/8	1/8	1		2	74	D5	5	36
5	5	19/2	19/2	0.5		3/8	3/8	2/4	1	2	1/8	1/8	1		1	79	G5	5	36
5	5	19/2	19/2	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		-2	82	Bb5	5	32
6	6	10	10	0.5		0	0	2/4	2	2	1/8	1/8	1		-1	65	F4	4	55
6	6	10	10	0.5		0	0	2/4	2	2	1/8	1/8	1		-4	68	Ab4	4	55
6	6	10	10	1.0		0	0	2/4	2	1	1/4	1/4	1	1	-2	70	Bb4	4	53
6	6	10	10	0.5		0	0	2/4	1	2	1/8	1/8	1		2	74	D5	5	50
6	6	10	10	1.0		0	0	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	43
6	6	21/2	21/2	0.5		1/8	1/8	2/4	2	2	1/8	1/8	1		-3	63	Eb4	4	56
6	6	21/2	21/2	0.5		1/8	1/8	2/4	2	2	1/8	1/8	1		1	67	G4	4	56
6	6	21/2	21/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		-3	75	Eb5	5	51
6	6	11	11	0.5		1/4	1/4	2/4	2	2	1/8	1/8	1		2	62	D4	4	57
6	6	11	11	0.5		1/4	1/4	2/4	2	2	1/8	1/8	1		-1	65	F4	4	57
6	6	11	11	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1	-1	-2	70	Bb4	4	54
6	6	11	11	0.16666666666666666		1/4	1/4	2/4	1	2	1/24	1/16	2/3		-1	77	F5	5	52
6	6	11	11	0.16666666666666666		1/4	1/4	2/4	1	1	1/24	1/16	2/3	-1	-2	82	Bb5	5	44
6	6	67/6	67/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24	1/16	2/3		-2	70	Bb4	4	45
6	6	34/3	34/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24	1/16	2/3		0	72	C5	5	46
6	6	23/2	23/2	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1		-2	58	Bb3	3	58
6	6	23/2	23/2	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1		2	62	D4	4	58
6	6	23/2	23/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24	1/16	2/3		3	69	A4	4	47
6	6	35/3	35/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24	1/16	2/3		-2	70	Bb4	4	48
6	6	71/6	71/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24	1/16	2/3		-4	68	Ab4	4	49
7	7	12	12	1.0		0	0	2/4	1	1	1/4	1/4	1		-2	58	Bb3	3	59
7	7	12	12	1.0		0	0	2/4	1	1	1/4	1/4	1		-5	61	Db4	4	59
7	7	12	12	1.0		0	0	2/4	1	1	1/4	1/4	1		4	64	E4	4	59
7	7	12	12	1.0		0	0	2/4	1	1	1/4	1/4	1		1	67	G4	4	59
7	7	13	13	1.0		1/4	1/4	2/4	2	1	1/4	1/4	1		-2	34	Bb1	1	61
7	7	13	13	1.0		1/4	1/4	2/4	2	1	1/4	1/4	1		-2	46	Bb2	2	61
7	7	13	13	1.0		1/4	1/4	2/4	1	1	1/4	1/4	1		-4	56	Ab3	3	60
7	7	13	13	1.0		1/4	1/4	2/4	1	1	1/4	1/4	1		2	62	D4	4	60
7	7	13	13	1.0		1/4	1/4	2/4	1	1	1/4	1/4	1		-1	65	F4	4	60
8	8	14	14	1.5		0	0	2/4	2	1	3/8	1/4	3/2		-7	35	Cb2	2	67
8	8	14	14	1.5		0	0	2/4	2	1	3/8	1/4	3/2		-7	47	Cb3	3	67
8	8	14	14	1.5		0	0	2/4	1	2	3/8	1/4	3/2		-6	54	Gb3	3	65
8	8	14	14	1.5		0	0	2/4	1	1	3/8	1/4	3/2		-3	63	Eb4	4	62
8	8	31/2	31/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-7	47	Cb3	3	68
8	8	31/2	31/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-6	54	Gb3	3	68
8	8	31/2	31/2	0.5		3/8	3/8	2/4	1	2	1/8	1/8	1		-3	63	Eb4	4	66
8	8	31/2	31/2	0.375		3/8	3/8	2/4	1	1	3/32	1/16	3/2		-6	66	Gb4	4	63
8	8	127/8	127/8	0.125		15/32	15/32	2/4	1	1	1/32	1/32	1		-7	71	Cb5	5	64
9	9	16	16	0.5		0	0	2/4	2	1	1/8	1/8	1		-5	49	Db3	3	78
9	9	16	16	0.5		0	0	2/4	2	1	1/8	1/8	1		-6	54	Gb3	3	78
9	9	16	16	0.5		0	0	2/4	1	2	1/8	1/8	1		-8	64	Fb4	4	75
9	9	16	16	0.5		0	0	2/4	1	1	1/8	1/8	1		-7	71	Cb5	5	69
9	9	33/2	33/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		-5	49	Db3	3	79
9	9	33/2	33/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		-6	54	Gb3	3	79
9	9	33/2	33/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		-8	64	Fb4	4	76
9	9	33/2	33/2	0.375		1/8	1/8	2/4	1	1	3/32	1/16	3/2		-2	70	Bb4	4	70
9	9	135/8	135/8	0.125		7/32	7/32	2/4	1	1	1/32	1/32	1		-8	76	Fb5	5	71
9	9	17	17	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		-7	47	Cb3	3	80
9	9	17	17	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		-6	54	Gb3	3	80
9	9	17	17	0.5		1/4	1/4	2/4	1	2	1/8	1/8	1		-3	63	Eb4	4	77
9	9	17	17	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		-3	75	Eb5	5	72
9	9	35/2	35/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-2	46	Bb2	2	81
9	9	35/2	35/2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1	1	-6	54	Gb3	3	81
9	9	35/2	35/2	0.375		3/8	3/8	2/4	1	1	3/32	1/16	3/2		-3	75	Eb5	5	73
9	9	143/8	143/8	0.125		15/32	15/32	2/4	1	1	1/32	1/32	1		-1	77	F5	5	74
10	10	18	18	1.0		0	0	2/4	2	2	1/4	1/4	1		3	45	A2	2	95
10	10	18	18	0.5		0	0	2/4	2	1	1/8	1/8	1	-1	-6	54	Gb3	3	91
10	10	18	18	0.5		0	0	2/4	1	2	1/8	1/8	1		0	72	C5	5	87
10	10	18	18	0.75		0	0	2/4	1	1	3/16	1/8	3/2		-6	78	Gb5	5	82
10	10	37/2	37/2	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		-1	53	F3	3	92
10	10	37/2	37/2	0.5		1/8	1/8	2/4	1	2	1/8	1/8	1		0	72	C5	5	88
