mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.3333333333333333	0	1/2	2/2	2	1	1/12	1/8	2/3		8	56	G#3	3	2
1	0	0	0	1.0	0	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	0
1	0	1/3	1/3	0.3333333333333333	1/12	7/12	2/2	2	1	1/12	1/8	2/3		5	59	B3	3	3
1	0	2/3	2/3	0.3333333333333333	1/6	2/3	2/2	2	1	1/12	1/8	2/3		4	64	E4	4	4
1	0	1	1	0.3333333333333333	1/4	3/4	2/2	2	1	1/12	1/8	2/3		6	54	F#3	3	5
1	0	1	1	1.0	1/4	3/4	2/2	1	1	1/4	1/4	1		9	63	D#4	4	1
1	0	1	1	1.0	1/4	3/4	2/2	1	1	1/4	1/4	1		9	75	D#5	5	1
1	0	4/3	4/3	0.3333333333333333	1/3	5/6	2/2	2	1	1/12	1/8	2/3		3	57	A3	3	6
1	0	5/3	5/3	0.3333333333333333	5/12	11/12	2/2	2	1	1/12	1/8	2/3		5	59	B3	3	7
2	1	2	2	0.3333333333333333	0	0	2/2	2	1	1/12	1/8	2/3		4	52	E3	3	11
2	1	2	2	2.0	0	0	2/2	1	1	1/2	1/2	1		4	64	E4	4	8
2	1	2	2	2.0	0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	8
2	1	7/3	7/3	0.3333333333333333	1/12	1/12	2/2	2	1	1/12	1/8	2/3		8	56	G#3	3	12
2	1	8/3	8/3	0.3333333333333333	1/6	1/6	2/2	2	1	1/12	1/8	2/3		5	59	B3	3	13
2	1	3	3	0.3333333333333333	1/4	1/4	2/2	2	1	1/12	1/8	2/3		9	51	D#3	3	14
2	1	10/3	10/3	0.3333333333333333	1/3	1/3	2/2	2	1	1/12	1/8	2/3		6	54	F#3	3	15
2	1	11/3	11/3	0.3333333333333333	5/12	5/12	2/2	2	1	1/12	1/8	2/3		5	59	B3	3	16
2	1	4	4	0.3333333333333333	1/2	1/2	2/2	2	1	1/12	1/8	2/3		7	49	C#3	3	17
2	1	4	4	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		4	64	E4	4	9
2	1	4	4	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	9
2	1	13/3	13/3	0.3333333333333333	7/12	7/12	2/2	2	1	1/12	1/8	2/3		4	52	E3	3	18
2	1	14/3	14/3	0.3333333333333333	2/3	2/3	2/2	2	1	1/12	1/8	2/3		3	57	A3	3	19
2	1	5	5	0.3333333333333333	3/4	3/4	2/2	2	1	1/12	1/8	2/3		5	47	B2	2	20
2	1	5	5	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		4	64	E4	4	10
2	1	5	5	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	10
2	1	16/3	16/3	0.3333333333333333	5/6	5/6	2/2	2	1	1/12	1/8	2/3		9	51	D#3	3	21
2	1	17/3	17/3	0.3333333333333333	11/12	11/12	2/2	2	1	1/12	1/8	2/3		8	56	G#3	3	22
3	2	6	6	0.3333333333333333	0	0	2/2	2	1	1/12	1/8	2/3		3	45	A2	2	27
3	2	6	6	1.5	0	0	2/2	1	1	3/8	1/4	3/2		6	66	F#4	4	23
3	2	6	6	1.5	0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	23
3	2	19/3	19/3	0.3333333333333333	1/12	1/12	2/2	2	1	1/12	1/8	2/3		7	49	C#3	3	28
3	2	20/3	20/3	0.3333333333333333	1/6	1/6	2/2	2	1	1/12	1/8	2/3		6	54	F#3	3	29
3	2	7	7	0.3333333333333333	1/4	1/4	2/2	2	1	1/12	1/8	2/3		8	44	G#2	2	30
3	2	22/3	22/3	0.3333333333333333	1/3	1/3	2/2	2	1	1/12	1/8	2/3		5	47	B2	2	31
3	2	15/2	15/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		8	68	G#4	4	24
3	2	15/2	15/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	24
3	2	23/3	23/3	0.3333333333333333	5/12	5/12	2/2	2	1	1/12	1/8	2/3		4	52	E3	3	32
3	2	8	8	0.3333333333333333	1/2	1/2	2/2	2	1	1/12	1/8	2/3		6	42	F#2	2	33
3	2	8	8	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		3	69	A4	4	25
3	2	8	8	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		3	81	A5	5	25
3	2	25/3	25/3	0.3333333333333333	7/12	7/12	2/2	2	1	1/12	1/8	2/3		3	45	A2	2	34
3	2	26/3	26/3	0.3333333333333333	2/3	2/3	2/2	2	1	1/12	1/8	2/3		9	51	D#3	3	35
3	2	9	9	0.3333333333333333	3/4	3/4	2/2	2	1	1/12	1/8	2/3		4	40	E2	2	36
3	2	9	9	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	26
3	2	9	9	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	26
