mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	3/4	2	1	1/4	1/4	1		0	36	C2	2	3
1	1	0	0	1.0		0	0	3/4	1	1	1/4	1/4	1		0	48	C3	3	0
1	1	1	1	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		-3	39	Eb2	2	4
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	51	Eb3	3	1
1	1	2	2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	43	G2	2	5
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	G3	3	2
2	2	3	3	1.0		0	0	3/4	2	1	1/4	1/4	1		0	48	C3	3	9
2	2	3	3	1.0		0	0	3/4	1	1	1/4	1/4	1		0	60	C4	4	6
2	2	4	4	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51	Eb3	3	10
2	2	4	4	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	63	Eb4	4	7
2	2	5	5	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	11
2	2	5	5	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	8
3	3	6	6	1.0		0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	15
3	3	6	6	1.0		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	12
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		-3	63	Eb4	4	16
3	3	7	7	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	13
3	3	8	8	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	67	G4	4	17
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	14
4	4	9	9	1.0		0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	21
4	4	9	9	1.0		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	18
4	4	10	10	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	22
4	4	10	10	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	19
4	4	11	11	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	67	G4	4	23
4	4	11	11	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	20
5	5	12	12	1.0		0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	27
5	5	12	12	1.0		0	0	3/4	1	1	1/4	1/4	1		1	67	G4	4	24
5	5	13	13	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	28
5	5	13	13	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	D4	4	25
5	5	14	14	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	29
5	5	14	14	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	59	B3	3	26
6	6	15	15	1.0		0	0	3/4	2	1	1/4	1/4	1		-2	46	Bb2	2	33
6	6	15	15	1.0		0	0	3/4	1	1	1/4	1/4	1		1	67	G4	4	30
6	6	16	16	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	34
6	6	16	16	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	D4	4	31
6	6	17	17	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	35
6	6	17	17	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-2	58	Bb3	3	32
7	7	18	18	1.0		0	0	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	39
7	7	18	18	1.0		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	36
7	7	19	19	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	40
7	7	19	19	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	37
7	7	20	20	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	67	G4	4	41
