mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5		0	0	4/4	2	1	1/8		1/8	1		0	36	C2	2	7
1	1	1/2	1/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	8
1	1	1/2	1/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	8
1	1	1/2	1/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		0	48	C3	3	0
1	1	1/2	1/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	52	E3	3	0
1	1	1	1	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	36	C2	2	9
1	1	1	1	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	43	G2	2	9
1	1	1	1	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		0	48	C3	3	1
1	1	1	1	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	52	E3	3	1
1	1	3/2	3/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	10
1	1	3/2	3/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	10
1	1	3/2	3/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		0	48	C3	3	2
1	1	3/2	3/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	52	E3	3	2
1	1	2	2	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	36	C2	2	11
1	1	2	2	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	43	G2	2	11
1	1	2	2	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		0	48	C3	3	3
1	1	2	2	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	52	E3	3	3
1	1	5/2	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	12
1	1	5/2	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	12
1	1	5/2	5/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		0	48	C3	3	4
1	1	5/2	5/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	52	E3	3	4
1	1	3	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	36	C2	2	13
1	1	3	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		1	43	G2	2	13
1	1	3	3	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		0	48	C3	3	5
1	1	3	3	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	52	E3	3	5
1	1	7/2	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	14
1	1	7/2	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	14
1	1	7/2	7/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		0	48	C3	3	6
1	1	7/2	7/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	52	E3	3	6
2	2	4	4	0.5		0	0	4/4	2	1	1/8		1/8	1		0	36	C2	2	23
2	2	4	4	0.5		0	0	4/4	2	1	1/8		1/8	1		1	43	G2	2	23
2	2	4	4	0.5		0	0	4/4	1	1	1/8		1/8	1		0	48	C3	3	15
