mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1	1	3	69	A4	4	0
2	1	1	1	3.0	0	0	3/4	2	1	3/4		1/2	3/2		2	50	D3	3	5
2	1	1	1	3.0	0	0	3/4	2	1	3/4		1/2	3/2		3	57	A3	3	5
2	1	1	1	3.0	0	0	3/4	1	2	3/4		1/2	3/2		6	66	F#4	4	4
2	1	1	1	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	3	69	A4	4	1
2	1	2	2	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		6	78	F#5	5	2
2	1	3	3	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	3
3	2	4	4	3.0	0	0	3/4	2	1	3/4		1/2	3/2		4	52	E3	3	10
3	2	4	4	3.0	0	0	3/4	2	1	3/4		1/2	3/2		3	57	A3	3	10
3	2	4	4	3.0	0	0	3/4	1	2	3/4		1/2	3/2		1	67	G4	4	9
3	2	4	4	1.0	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	6
3	2	5	5	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		7	73	C#5	5	7
3	2	6	6	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	8
4	3	7	7	3.0	0	0	3/4	2	1	3/4		1/2	3/2		6	54	F#3	3	13
4	3	7	7	3.0	0	0	3/4	2	1	3/4		1/2	3/2		3	57	A3	3	13
4	3	7	7	3.0	0	0	3/4	1	2	3/4		1/2	3/2		3	69	A4	4	12
4	3	7	7	3.0	0	0	3/4	1	1	3/4		1/2	3/2	1	2	74	D5	5	11
5	4	10	10	3.0	0	0	3/4	2	1	3/4		1/2	3/2		2	50	D3	3	18
5	4	10	10	3.0	0	0	3/4	2	1	3/4		1/2	3/2		3	57	A3	3	18
5	4	10	10	3.0	0	0	3/4	1	2	3/4		1/2	3/2		6	66	F#4	4	17
5	4	10	10	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	2	74	D5	5	14
5	4	11	11	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	15
5	4	12	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	B4	4	16
6	5	13	13	2.0	0	0	3/4	2	2	1/2		1/2	1		7	49	C#3	3	25
6	5	13	13	3.0	0	0	3/4	2	1	3/4		1/2	3/2		3	57	A3	3	24
6	5	13	13	2.0	0	0	3/4	1	2	1/2		1/2	1		4	64	E4	4	22
6	5	13	13	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	19
6	5	14	14	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	G4	4	20
6	5	15	15	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		3	45	A2	2	26
6	5	15	15	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		7	61	C#4	4	23
6	5	15	15	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	21
7	6	16	16	2.0	0	0	3/4	2	1	1/2		1/2	1		2	50	D3	3	32
7	6	16	16	2.0	0	0	3/4	1	2	1/2		1/2	1		3	57	A3	3	30
7	6	16	16	1.0	0	0	3/4	1	1	1/4		1/4	1		4	64	E4	4	27
7	6	16	16	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	27
