mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	5	5	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	58	Bb3	3	16
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	23
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	23
2	2	11/2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	51	Eb3	3	17
2	2	11/2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-6	54	Gb3	3	17
2	2	11/2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	17
3	3	6	6	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	38
3	3	6	6	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	38
3	3	6	6	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	53	F3	3	33
3	3	6	6	1.0	0	0	3/4	1	2	1/4		1/4	1		-4	56	Ab3	3	33
3	3	6	6	1.0	0	0	3/4	1	1	1/4		1/4	1		-5	61	Db4	4	24
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	39
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	39
3	3	7	7	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	48
3	3	7	7	0.25	1/4	1/4	3/4	2	1	1/16		1/16	1		-1	53	F3	3	40
3	3	7	7	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	34
3	3	7	7	0.25	1/4	1/4	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	25
3	3	29/4	29/4	0.25	5/16	5/16	3/4	2	1	1/16		1/16	1		4	52	E3	3	41
3	3	29/4	29/4	0.25	5/16	5/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	26
3	3	15/2	15/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	49
3	3	15/2	15/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	42
3	3	15/2	15/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	35
3	3	15/2	15/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	27
3	3	31/4	31/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	43
3	3	31/4	31/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		-3	63	Eb4	4	28
3	3	8	8	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	50
3	3	8	8	0.25	1/2	1/2	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	44
3	3	8	8	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	36
3	3	8	8	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-1	65	F4	4	29
3	3	33/4	33/4	0.25	9/16	9/16	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	45
3	3	33/4	33/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	30
3	3	17/2	17/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	51
3	3	17/2	17/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	46
3	3	17/2	17/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	37
3	3	17/2	17/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	31
3	3	35/4	35/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	47
3	3	35/4	35/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	32
4	4	9	9	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	66
4	4	9	9	1.0	0	0	3/4	2	1	1/4		1/4	1		5	47	B2	2	61
4	4	9	9	1.0	0	0	3/4	1	2	1/4		1/4	1		-4	56	Ab3	3	59
4	4	9	9	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	52
4	4	19/2	19/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	67
4	4	39/4	39/4	0.125	3/16	3/16	3/4	1	1	1/32		1/32	1		-1	65	F4	4	53
4	4	79/8	79/8	0.125	7/32	7/32	3/4	1	1	1/32		1/32	1		-3	63	Eb4	4	54
4	4	10	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	62
4	4	10	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	C3	3	62
4	4	10	10	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	60
4	4	10	10	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	55
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	63
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	63
4	4	21/2	21/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	56
4	4	21/2	21/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	56
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	64
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	49	Db3	3	64
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	64
4	4	11	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	55	G3	3	57
4	4	11	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	58	Bb3	3	57
4	4	11	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	57
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	65
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	65
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	65
4	4	23/2	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	58
4	4	23/2	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	58
4	4	23/2	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	58
5	5	12	12	0.5	0	0	3/4	2	1	1/8		1/8	1		1	43	G2	2	74
5	5	12	12	0.5	0	0	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	74
5	5	12	12	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	74
5	5	12	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-5	61	Db4	4	68
5	5	12	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-5	73	Db5	5	68
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		1	43	G2	2	75
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	75
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	75
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	43	G2	2	76
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	76
5	5	13	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	76
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	43	G2	2	77
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	77
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	77
5	5	27/2	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	61	Db4	4	69
5	5	27/2	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	73	Db5	5	69
5	5	14	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	78
5	5	14	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		0	48	C3	3	78
5	5	14	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	78
5	5	14	14	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	70
5	5	14	14	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-5	73	Db5	5	70
5	5	57/4	57/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	71
5	5	57/4	57/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	71
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	79
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	79
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	79
5	5	29/2	29/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-2	58	Bb3	3	72
5	5	29/2	29/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	72
5	5	59/4	59/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-4	56	Ab3	3	73
5	5	59/4	59/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	73
6	6	15	15	0.5	0	0	3/4	2	1	1/8		1/8	1		-5	49	Db3	3	92
6	6	15	15	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	92
6	6	15	15	0.5	0	0	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	80
6	6	15	15	0.5	0	0	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	80
6	6	31/2	31/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-5	49	Db3	3	93
6	6	31/2	31/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	93
6	6	31/2	31/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		1	55	G3	3	81
6	6	31/2	31/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		1	67	G4	4	81
6	6	16	16	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	49	Db3	3	94
6	6	16	16	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	94
6	6	33/2	33/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	49	Db3	3	95
6	6	33/2	33/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	95
6	6	33/2	33/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	82
6	6	33/2	33/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		1	67	G4	4	82
6	6	17	17	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		0	48	C3	3	96
6	6	17	17	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	96
6	6	17	17	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-4	56	Ab3	3	83
6	6	17	17	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	83
6	6	69/4	69/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		-4	56	Ab3	3	84
6	6	69/4	69/4	0.05	9/16	9/16	3/4	1	2	1/80		1/64	4/5		-4	68	Ab4	4	87
6	6	69/4	69/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	84
6	6	173/10	173/10	0.05	23/40	23/40	3/4	1	2	1/80		1/64	4/5		-2	70	Bb4	4	88
6	6	347/20	347/20	0.05	47/80	47/80	3/4	1	2	1/80		1/64	4/5		-4	68	Ab4	4	89
6	6	87/5	87/5	0.05	3/5	3/5	3/4	1	2	1/80		1/64	4/5		-2	70	Bb4	4	90
6	6	349/20	349/20	0.05	49/80	49/80	3/4	1	2	1/80		1/64	4/5		-4	68	Ab4	4	91
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	97
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	97
6	6	35/2	35/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-2	58	Bb3	3	85
6	6	35/2	35/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	85
6	6	71/4	71/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	86
6	6	71/4	71/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	86
7	7	18	18	0.5	0	0	3/4	2	1	1/8		1/8	1		1	43	G2	2	105
7	7	18	18	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	105
7	7	18	18	0.5	0	0	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	98
7	7	18	18	0.5	0	0	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	98
7	7	37/2	37/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		1	43	G2	2	106
7	7	37/2	37/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	106
7	7	37/2	37/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		-5	61	Db4	4	99
7	7	37/2	37/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	99
7	7	19	19	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	43	G2	2	107
7	7	19	19	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	107
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	43	G2	2	108
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	108
7	7	39/2	39/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	100
7	7	39/2	39/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	73	Db5	5	100
7	7	20	20	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	109
7	7	20	20	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	109
7	7	20	20	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	101
7	7	20	20	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-5	73	Db5	5	101
7	7	81/4	81/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	102
7	7	81/4	81/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	102
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	110
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	110
7	7	41/2	41/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		1	67	G4	4	103
7	7	41/2	41/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		5	71	B4	4	103
7	7	83/4	83/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	104
7	7	83/4	83/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	104
8	8	21	21	1.5	0	0	3/4	2	2	3/8		1/4	3/2		-3	39	Eb2	2	121
8	8	21	21	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	115
8	8	21	21	1.0	0	0	3/4	1	1	1/4		1/4	1		-4	68	Ab4	4	111
8	8	21	21	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	111
8	8	43/2	43/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	116
8	8	43/2	43/2	0.5	1/8	1/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	113
8	8	22	22	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	117
8	8	22	22	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	114
8	8	22	22	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67	G4	4	112
8	8	22	22	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	112
8	8	45/2	45/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	118
8	8	23	23	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	A3	3	119
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	120
9	9	24	24	0.5	0	0	3/4	2	1	1/8		1/8	1		1	55	G3	3	125
9	9	49/2	49/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	126
9	9	49/2	49/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	126
9	9	49/2	49/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	122
9	9	49/2	49/2	1.0	1/8	1/8	3/4	1	1	1/4		1/4	1		-2	82	Bb5	5	122
9	9	25	25	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55	G3	3	127
9	9	25	25	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	127
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	128
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	128
9	9	51/2	51/2	1.0	3/8	3/8	3/4	1	1	1/4		1/4	1		1	67	G4	4	123
9	9	51/2	51/2	1.0	3/8	3/8	3/4	1	1	1/4		1/4	1		1	79	G5	5	123
9	9	26	26	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		1	55	G3	3	129
9	9	26	26	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	129
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	130
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	130
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	124
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	124
10	10	27	27	0.5	0	0	3/4	2	1	1/8		1/8	1		-1	53	F3	3	136
10	10	27	27	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	136
10	10	27	27	0.5	0	0	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	136
10	10	27	27	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	131
10	10	27	27	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	131
10	10	55/2	55/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	53	F3	3	137
10	10	55/2	55/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	137
10	10	55/2	55/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	137
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	F3	3	138
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	138
10	10	28	28	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	138
10	10	28	28	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	62	D4	4	132
10	10	28	28	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	132
10	10	57/2	57/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	139
10	10	57/2	57/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	139
10	10	57/2	57/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	133
10	10	57/2	57/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		4	76	E5	5	133
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	140
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	140
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	C4	4	140
10	10	29	29	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	F4	4	134
10	10	29	29	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	F5	5	134
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	141
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	141
10	10	59/2	59/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	135
10	10	59/2	59/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	135
11	11	30	30	0.5	0	0	3/4	2	1	1/8		1/8	1		-1	53	F3	3	147
11	11	30	30	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	147
11	11	30	30	0.5	0	0	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	147
11	11	30	30	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	142
11	11	30	30	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	142
11	11	61/2	61/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	53	F3	3	148
11	11	61/2	61/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	148
11	11	61/2	61/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	148
11	11	31	31	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	F3	3	149
11	11	31	31	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	56	Ab3	3	149
11	11	31	31	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	149
11	11	31	31	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	62	D4	4	143
11	11	31	31	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	143
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	150
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	150
