mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-4	3/8	1/8	1/4	firstMeasure				1	2
2	1	-4	3/8	3/8	0						3
3	2	-4	3/8	3/8	0						4
4	3	-4	3/8	3/8	0						5
5	4	-4	3/8	3/8	0						6
6	5	-4	3/8	3/8	0						7
7	6	-4	3/8	3/8	0						8
8	7	-4	3/8	3/8	0						9
9	8	-4	3/8	3/8	0						10
10	9	-4	3/8	3/8	0						11
11	10	-4	3/8	3/8	0						12
12	11	-4	3/8	3/8	0						13
13	12	-4	3/8	3/8	0						14
14	13	-4	3/8	3/8	0						15
15	14	-4	3/8	3/8	0						16
16	15	-4	3/8	3/8	0						17
17	16	-4	3/8	3/8	0						18
18	17	-4	3/8	3/8	0						19
19	18	-4	3/8	3/8	0						20
20	19	-4	3/8	3/8	0						21
21	20	-4	3/8	3/8	0						22
22	21	-4	3/8	3/8	0						23
23	22	-4	3/8	3/8	0						24
24	23	-4	3/8	3/8	0						25
25	24	-4	3/8	3/8	0						26
26	25	-4	3/8	3/8	0						27
27	26	-4	3/8	3/8	0						28
28	27	-4	3/8	3/8	0						29
29	28	-4	3/8	3/8	0						30
30	29	-4	3/8	3/8	0						31
31	30	-4	3/8	3/8	0						32
32	31	-4	3/8	3/8	0						33
33	32	-4	3/8	3/8	0						34
34	33	-4	3/8	3/8	0						35
35	34	-4	3/8	1/4	0			double			36
36	34	-4	3/8	1/8	1/4					1	37
37	35	-4	3/8	3/8	0						38
38	36	-4	3/8	3/8	0						39
39	37	-4	3/8	3/8	0						40
40	38	-4	3/8	3/8	0						41
41	39	-4	3/8	3/8	0						42
42	40	-4	3/8	3/8	0						43
43	41	-4	3/8	3/8	0						44
44	42	-4	3/8	3/8	0						45
45	43	-4	3/8	3/8	0						46
46	44	-4	3/8	3/8	0						47
47	45	-4	3/8	3/8	0						48
48	46	-4	3/8	3/8	0						49
49	47	-4	3/8	3/8	0						50
50	48	-4	3/8	3/8	0						51
51	49	-4	3/8	3/8	0						52
52	50	-4	3/8	3/8	0						53
53	51	-4	3/8	3/8	0						54
54	52	-4	3/8	3/8	0						55
55	53	-4	3/8	3/8	0						56
56	54	-4	3/8	3/8	0						57
57	55	-4	3/8	3/8	0						58
58	56	-4	3/8	3/8	0						59
59	57	-4	3/8	3/8	0						60
60	58	-4	3/8	3/8	0						61
61	59	-4	3/8	3/8	0						62
62	60	-4	3/8	3/8	0						63
63	61	-4	3/8	3/8	0						64
64	62	-4	3/8	3/8	0						65
65	63	-4	3/8	3/8	0						66
66	64	-4	3/8	3/8	0						67
67	65	-4	3/8	3/8	0						68
68	66	-4	3/8	3/8	0						69
69	67	-4	3/8	3/8	0						70
70	68	-4	3/8	1/4	0			double			71
71	68	-4	3/8	1/8	1/4					1	72
72	69	-4	3/8	3/8	0						73
73	70	-4	3/8	3/8	0						74
74	71	-4	3/8	3/8	0						75
75	72	-4	3/8	3/8	0						76
76	73	-4	3/8	3/8	0						77
77	74	-4	3/8	3/8	0						78
78	75	-4	3/8	3/8	0						79
79	76	-4	3/8	3/8	0						80
80	77	-4	3/8	3/8	0						81
81	78	-4	3/8	3/8	0						82
82	79	-4	3/8	3/8	0						83
83	80	-4	3/8	3/8	0						84
84	81	-4	3/8	3/8	0						85
85	82	-4	3/8	3/8	0						86
86	83	-4	3/8	3/8	0						87
87	84	-4	3/8	3/8	0						88
88	85	-4	3/8	3/8	0						89
89	86	-4	3/8	3/8	0						90
90	87	-4	3/8	3/8	0						91
91	88	-4	3/8	3/8	0						92
92	89	-4	3/8	3/8	0						93
93	90	-4	3/8	3/8	0						94
94	91	-4	3/8	3/8	0						95
95	92	-4	3/8	3/8	0						96
96	93	-4	3/8	3/8	0						97
97	94	-4	3/8	3/8	0						98
98	95	-4	3/8	3/8	0						99
99	96	-4	3/8	3/8	0						100
100	97	-4	3/8	3/8	0						101
101	98	-4	3/8	3/8	0						102
102	99	-4	3/8	3/8	0						103
103	100	-4	3/8	3/8	0						104
104	101	-4	3/8	3/8	0						105
105	102	-4	3/8	1/4	0			double			106
106	102	-7	3/8	1/8	1/4					1	107
107	103	-7	3/8	3/8	0						108
108	104	-7	3/8	3/8	0						109
109	105	-7	3/8	3/8	0						110
110	106	-7	3/8	3/8	0						111
111	107	-7	3/8	3/8	0						112
112	108	-7	3/8	3/8	0						113
113	109	-7	3/8	3/8	0						114
114	110	-7	3/8	3/8	0						115
115	111	-7	3/8	3/8	0						116
116	112	-7	3/8	3/8	0						117
117	113	-7	3/8	3/8	0						118
118	114	-7	3/8	3/8	0						119
119	115	-7	3/8	3/8	0						120
120	116	-7	3/8	3/8	0						121
121	117	-7	3/8	3/8	0						122
122	118	-7	3/8	3/8	0						123
123	119	-7	3/8	3/8	0						124
124	120	-7	3/8	3/8	0						125
125	121	-7	3/8	3/8	0						126
126	122	-7	3/8	3/8	0						127
127	123	-7	3/8	3/8	0						128
128	124	-7	3/8	3/8	0						129
129	125	-7	3/8	3/8	0						130
130	126	-7	3/8	3/8	0						131
131	127	-7	3/8	3/8	0						132
132	128	-7	3/8	3/8	0						133
133	129	-7	3/8	3/8	0						134
134	130	-7	3/8	3/8	0						135
135	131	-7	3/8	3/8	0						136
136	132	-7	3/8	3/8	0						137
137	133	-7	3/8	3/8	0						138
138	134	-7	3/8	3/8	0						139
139	135	-7	3/8	3/8	0						140
140	136	-7	3/8	1/4	0			double			141
141	136	0	3/8	1/8	1/4					1	142
142	137	0	3/8	3/8	0						143
143	138	0	3/8	3/8	0						144
144	139	0	3/8	3/8	0						145
145	140	0	3/8	3/8	0						146
146	141	0	3/8	3/8	0						147
147	142	0	3/8	3/8	0						148
148	143	0	3/8	3/8	0						149
149	144	0	3/8	3/8	0						150
150	145	0	3/8	3/8	0						151
151	146	0	3/8	3/8	0						152
152	147	0	3/8	3/8	0						153
153	148	0	3/8	3/8	0						154
154	149	0	3/8	3/8	0						155
155	150	0	3/8	3/8	0						156
156	151	0	3/8	3/8	0						157
157	152	0	3/8	3/8	0						158
158	153	0	3/8	3/8	0						159
159	154	0	3/8	3/8	0						160
160	155	0	3/8	3/8	0						161
161	156	0	3/8	3/8	0						162
162	157	0	3/8	3/8	0						163
163	158	0	3/8	3/8	0						164
164	159	0	3/8	3/8	0						165
165	160	0	3/8	3/8	0						166
166	161	0	3/8	3/8	0						167
167	162	0	3/8	3/8	0						168
168	163	0	3/8	3/8	0						169
169	164	0	3/8	3/8	0						170
170	165	0	3/8	3/8	0						171
171	166	0	3/8	3/8	0						172
172	167	0	3/8	3/8	0						173
173	168	0	3/8	3/8	0						174
174	169	0	3/8	3/8	0						175
175	170	0	3/8	1/4	0			double			176
176	170	0	3/8	1/8	1/4					1	177
177	171	0	3/8	3/8	0						178
178	172	0	3/8	3/8	0						179
179	173	0	3/8	3/8	0						180
180	174	0	3/8	3/8	0						181
181	175	0	3/8	3/8	0						182
182	176	0	3/8	3/8	0						183
183	177	0	3/8	3/8	0						184
184	178	0	3/8	3/8	0						185
185	179	0	3/8	3/8	0						186
186	180	0	3/8	3/8	0						187
187	181	0	3/8	3/8	0						188
188	182	0	3/8	3/8	0						189
189	183	0	3/8	3/8	0						190
190	184	0	3/8	3/8	0						191
191	185	0	3/8	3/8	0						192
192	186	0	3/8	3/8	0						193
193	187	0	3/8	3/8	0						194
194	188	0	3/8	3/8	0						195
195	189	0	3/8	3/8	0						196
196	190	0	3/8	3/8	0						197
197	191	0	3/8	3/8	0						198
198	192	0	3/8	3/8	0						199
199	193	0	3/8	3/8	0						200
200	194	0	3/8	3/8	0						201
201	195	0	3/8	3/8	0						202
202	196	0	3/8	3/8	0						203
203	197	0	3/8	3/8	0						204
204	198	0	3/8	3/8	0						205
205	199	0	3/8	3/8	0						206
206	200	0	3/8	3/8	0						207
207	201	0	3/8	3/8	0						208
208	202	0	3/8	3/8	0						209
209	203	0	3/8	3/8	0						210
210	204	0	3/8	3/8	0						211
211	205	0	3/8	3/8	0						212
212	206	0	3/8	3/8	0						213
213	207	0	3/8	3/8	0						214
214	208	0	3/8	3/8	0						215
215	209	0	3/8	3/8	0						216
216	210	0	3/8	3/8	0						217
217	211	0	3/8	3/8	0						218
218	212	0	3/8	3/8	0						219
219	213	0	3/8	3/8	0						220
220	214	0	3/8	3/8	0						221
221	215	0	3/8	3/8	0						222
222	216	0	3/8	3/8	0						223
223	217	0	3/8	3/8	0						224
224	218	0	3/8	3/8	0						225
225	219	0	3/8	1/4	0	lastMeasure					-1
