mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-5	2/4	1/2	0	firstMeasure					2
2	2	-5	2/4	1/2	0						3
3	3	-5	2/4	1/2	0						4
4	4	-5	2/4	1/2	0						5
5	5	-5	2/4	1/2	0						6
6	6	-5	2/4	1/2	0						7
7	7	-5	2/4	1/2	0						8
8	8	-5	2/4	1/2	0	endRepeat					1, 9
9	9	-5	2/4	1/2	0	startRepeat		start-repeat			10
10	10	-5	2/4	1/2	0						11
11	11	-5	2/4	1/2	0						12
12	12	-5	2/4	1/2	0						13
13	13	-5	2/4	1/2	0						14
14	14	-5	2/4	1/2	0						15
15	15	-5	2/4	1/2	0						16
16	16	-5	2/4	1/2	0	endRepeat					9, 17
17	17	-5	2/4	1/2	0						18
18	18	-5	2/4	1/2	0	startRepeat					19
19	19	-5	2/4	1/2	0						20
20	20	-5	2/4	1/2	0						21
21	21	-5	2/4	1/2	0						22
22	22	-5	2/4	1/2	0						23
23	23	-5	2/4	1/2	0						24, 26
24	23	-5	2/4	1/2	0		1			1	25
25	23	-5	2/4	1/2	0	endRepeat	1			1	18
26	24	-5	2/4	1/2	0		2				27
27	25	-5	2/4	1/2	0	startRepeat					28
28	26	-5	2/4	1/2	0						29
29	27	-5	2/4	1/2	0						30
30	28	-5	2/4	1/2	0						31
31	29	-5	2/4	1/2	0						32
32	30	-5	2/4	1/2	0						33
33	31	-5	2/4	1/2	0						34, 35
34	31	-5	2/4	1/2	0	endRepeat	1			1	27
35	32	-5	2/4	1/2	0		2				36
36	33	-5	2/4	1/2	0	startRepeat					37
37	34	-5	2/4	1/2	0						38
38	35	-5	2/4	1/2	0						39
39	36	-5	2/4	1/2	0						40
40	37	-5	2/4	1/2	0						41
41	38	-5	2/4	1/2	0						42
42	39	-5	2/4	1/2	0						43, 44
43	39	-5	2/4	1/2	0	endRepeat	1			1	36
44	40	-5	2/4	1/2	0		2				45
45	41	-5	2/4	1/2	0	startRepeat					46
46	42	-5	2/4	1/2	0						47
47	43	-5	2/4	1/2	0						48
48	44	-5	2/4	1/2	0						49
49	45	-5	2/4	1/2	0						50
50	46	-5	2/4	1/2	0						51
51	47	-5	2/4	1/2	0						52, 53
52	47	-5	2/4	1/2	0	endRepeat	1			1	45
53	48	-5	2/4	1/2	0		2				54
54	49	-5	2/4	1/2	0						55
55	50	-5	2/4	1/2	0						56
56	51	-5	2/4	1/2	0						57
57	52	-5	2/4	1/2	0						58
58	53	-5	2/4	1/2	0						59
59	54	-5	2/4	1/2	0						60
60	54	-5	2/4	1/4	0					1	61
61	55	-5	2/4	1/4	1/4						62
62	56	-5	2/4	1/2	0						63
63	57	-5	2/4	1/2	0						64
64	58	-5	2/4	1/2	0						65
65	59	-5	2/4	1/2	0						66
66	60	-5	2/4	1/2	0						67
67	61	-5	2/4	1/2	0						68
68	62	-5	2/4	1/2	0						69
69	63	-5	2/4	1/2	0						70
70	64	-5	2/4	1/2	0						71
71	65	-5	2/4	1/2	0						72
72	66	-5	2/4	1/2	0						73
73	67	-5	2/4	1/2	0						74
74	68	-5	2/4	1/2	0						75
75	69	-5	2/4	1/2	0						76
76	70	-5	2/4	1/2	0						77
77	71	-5	2/4	1/2	0						78
78	72	-5	2/4	1/2	0						79
79	73	-5	2/4	1/2	0						80
80	74	-5	2/4	1/2	0						81
81	75	-5	2/4	1/2	0						82
82	76	-5	2/4	1/2	0						83
83	77	-5	2/4	1/2	0						84
84	78	-5	2/4	1/2	0						85
85	79	-5	2/4	1/2	0						86
86	80	-5	2/4	1/2	0						87
87	81	-5	2/4	1/2	0						88
88	82	-5	2/4	1/2	0						89
89	83	-5	2/4	1/2	0						90
90	84	-5	2/4	1/2	0						91
91	85	-5	2/4	1/2	0						92
92	86	-5	2/4	1/2	0						93
93	87	-5	2/4	1/2	0						94
94	88	-5	2/4	1/2	0						95
95	89	-5	2/4	1/2	0						96
96	90	-5	2/4	1/2	0						97
97	91	-5	2/4	1/2	0						98
98	92	-5	2/4	1/2	0						99
99	93	-5	2/4	1/2	0						100
100	94	-5	2/4	1/2	0						101
101	95	-5	2/4	1/2	0						102
102	96	-5	2/4	1/2	0						103
103	97	-5	2/4	1/2	0	lastMeasure		double			-1
