mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.5	0	3/4	3/8	3/8			1			firstMeasure	2
2	1	3/2	3/2	3.0	0	3/4	3/4	0							3
3	2	9/2	9/2	3.0	0	3/4	3/4	0							4
4	3	15/2	15/2	3.0	0	3/4	3/4	0							5
5	4	21/2	21/2	3.0	0	3/4	3/4	0							6
6	5	27/2	27/2	3.0	0	3/4	3/4	0							7
7	6	33/2	33/2	3.0	0	3/4	3/4	0							8
8	7	39/2	39/2	3.0	0	3/4	3/4	0							9
9	8	45/2	45/2	3.0	0	3/4	3/4	0							10
10	9	51/2	51/2	3.0	0	3/4	3/4	0							11
11	10	57/2	57/2	3.0	0	3/4	3/4	0							12
12	11	63/2	63/2	3.0	0	3/4	3/4	0							13
13	12	69/2	69/2	3.0	0	3/4	3/4	0							14
14	13	75/2	75/2	3.0	0	3/4	3/4	0							15
15	14	81/2	81/2	3.0	0	3/4	3/4	0							16
16	15	87/2	87/2	3.0	0	3/4	3/4	0							17
17	15	93/2	93/2	1.5	0	3/4	3/8	0			1			end	1, 18
18	15	48	48	1.5	0	3/4	3/8	3/8			1				19
19	16	99/2	99/2	3.0	0	3/4	3/4	0							20
20	17	105/2	105/2	3.0	0	3/4	3/4	0							21
21	18	111/2	111/2	3.0	0	3/4	3/4	0							22
22	19	117/2	117/2	3.0	0	3/4	3/4	0							23
23	20	123/2	123/2	3.0	0	3/4	3/4	0							24
24	21	129/2	129/2	3.0	0	3/4	3/4	0							25
25	22	135/2	135/2	3.0	0	3/4	3/4	0							26
26	23	141/2	141/2	3.0	0	3/4	3/4	0							27
27	24	147/2	147/2	3.0	0	3/4	3/4	0							28
28	25	153/2	153/2	3.0	0	3/4	3/4	0							29
29	26	159/2	159/2	3.0	0	3/4	3/4	0							30
30	27	165/2	165/2	3.0	0	3/4	3/4	0							31
31	28	171/2	171/2	3.0	0	3/4	3/4	0							32
32	29	177/2	177/2	3.0	0	3/4	3/4	0							33
33	30	183/2	183/2	3.0	0	3/4	3/4	0							34
34	31	189/2	189/2	3.0	0	3/4	3/4	0							35
35	32	195/2	195/2	3.0	0	3/4	3/4	0							36
36	33	201/2	201/2	3.0	0	3/4	3/4	0							37
37	34	207/2	207/2	3.0	0	3/4	3/4	0							38
38	35	213/2	213/2	3.0	0	3/4	3/4	0							39
39	36	219/2	219/2	3.0	0	3/4	3/4	0							40
40	37	225/2	225/2	3.0	0	3/4	3/4	0							41
41	38	231/2	231/2	3.0	0	3/4	3/4	0							42
42	39	237/2	237/2	3.0	0	3/4	3/4	0							43
43	40	243/2	243/2	3.0	0	3/4	3/4	0							44
44	41	249/2	249/2	3.0	0	3/4	3/4	0							45
45	42	255/2	255/2	3.0	0	3/4	3/4	0							46
46	43	261/2	261/2	3.0	0	3/4	3/4	0							47
47	44	267/2	267/2	3.0	0	3/4	3/4	0							48
48	45	273/2	273/2	3.0	0	3/4	3/4	0							49
49	46	279/2	279/2	3.0	0	3/4	3/4	0							50
50	47	285/2	285/2	3.0	0	3/4	3/4	0							51
51	48	291/2	291/2	3.0	0	3/4	3/4	0							52
52	49	297/2	297/2	3.0	0	3/4	3/4	0							53
53	50	303/2	303/2	3.0	0	3/4	3/4	0							54
54	51	309/2	309/2	3.0	0	3/4	3/4	0							55
55	52	315/2	315/2	3.0	0	3/4	3/4	0							56
56	53	321/2	321/2	3.0	0	3/4	3/4	0							57
57	54	327/2	327/2	3.0	0	3/4	3/4	0							58
58	55	333/2	333/2	3.0	0	3/4	3/4	0							59
59	56	339/2	339/2	3.0	0	3/4	3/4	0							60
60	57	345/2	345/2	3.0	0	3/4	3/4	0							61
61	58	351/2	351/2	3.0	0	3/4	3/4	0							62
62	59	357/2	357/2	3.0	0	3/4	3/4	0							63
63	60	363/2	363/2	3.0	0	3/4	3/4	0							64
64	61	369/2	369/2	3.0	0	3/4	3/4	0							65
65	62	375/2	375/2	3.0	0	3/4	3/4	0							66, 67
66	63		381/2	1.5	0	3/4	3/8	0	1					end	18
67	63	381/2	192	3.0	0	3/4	3/4	0	2		1	end			68
68	64	387/2	195	3.0	0	3/4	3/4	0							69
69	65	393/2	198	3.0	0	3/4	3/4	0							70
70	66	399/2	201	3.0	0	3/4	3/4	0							71
71	67	405/2	204	3.0	0	3/4	3/4	0							72
72	68	411/2	207	3.0	0	3/4	3/4	0							73
73	69	417/2	210	3.0	0	3/4	3/4	0							74
74	70	423/2	213	3.0	0	3/4	3/4	0							75, 76
75	71		216	3.0	0	3/4	3/4	0	1					end	18
76	71	429/2	219	3.0	0	3/4	3/4	0	2		1				77
77	72	435/2	222	3.0	0	3/4	3/4	0							78
78	73	441/2	225	3.0	0	3/4	3/4	0							79
79	74	447/2	228	3.0	0	3/4	3/4	0							80
80	75	453/2	231	3.0	0	3/4	3/4	0							81
81	76	459/2	234	3.0	0	3/4	3/4	0							82
82	77	465/2	237	3.0	0	3/4	3/4	0							83
83	78	471/2	240	3.0	0	3/4	3/4	0							84
84	79	477/2	243	3.0	0	3/4	3/4	0							85
85	80	483/2	246	3.0	0	3/4	3/4	0							86
86	81	489/2	249	3.0	0	3/4	3/4	0							87
87	82	495/2	252	3.0	0	3/4	3/4	0							88
88	83	501/2	255	3.0	0	3/4	3/4	0							89
89	84	507/2	258	3.0	0	3/4	3/4	0							90
90	85	513/2	261	3.0	0	3/4	3/4	0							91
91	86	519/2	264	3.0	0	3/4	3/4	0							92
92	87	525/2	267	3.0	0	3/4	3/4	0							93
93	88	531/2	270	3.0	0	3/4	3/4	0							94
94	89	537/2	273	3.0	0	3/4	3/4	0							95
