mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	0.25	0	4/4	1/16	15/16			1			firstMeasure	2
2	1	1/4	1/4	4.0	0	4/4	1	0							3
3	2	17/4	17/4	4.0	0	4/4	1	0							4
4	3	33/4	33/4	4.0	0	4/4	1	0							5
5	4	49/4	49/4	4.0	0	4/4	1	0							6
6	5	65/4	65/4	4.0	0	4/4	1	0							7
7	6	81/4	81/4	4.0	0	4/4	1	0							8
8	7	97/4	97/4	4.0	0	4/4	1	0							9
9	8	113/4	113/4	3.75	0	4/4	15/16	0							10
10	8	32	32	0.25	0	4/4	1/16	15/16			1			start	11
11	9	129/4	129/4	4.0	0	4/4	1	0							12
12	10	145/4	145/4	4.0	0	4/4	1	0							13
13	11	161/4	161/4	4.0	0	4/4	1	0							14
14	12	177/4	177/4	4.0	0	4/4	1	0							15
15	13	193/4	193/4	4.0	0	4/4	1	0							16
16	14	209/4	209/4	4.0	0	4/4	1	0							17
17	15	225/4	225/4	4.0	0	4/4	1	0							18
18	16	241/4	241/4	4.0	0	4/4	1	0							19
19	17	257/4	257/4	4.0	0	4/4	1	0							20
20	18	273/4	273/4	4.0	0	4/4	1	0							21
21	19	289/4	289/4	4.0	0	4/4	1	0							22
22	20	305/4	305/4	3.75	0	4/4	15/16	0					line	end	10, 23
23	20	80	80	0.25	0	4/4	1/16	15/16			1				24
24	21	321/4	321/4	4.0	0	4/4	1	0							25
25	22	337/4	337/4	4.0	0	4/4	1	0							26
26	23	353/4	353/4	4.0	0	4/4	1	0					line		27
27	24	369/4	369/4	4.0	0	4/4	1	0							28
28	25	385/4	385/4	4.0	0	4/4	1	0							29
29	26	401/4	401/4	4.0	0	4/4	1	0					line		30
30	27	417/4	417/4	4.0	0	4/4	1	0							31
31	28	433/4	433/4	4.0	0	4/4	1	0							32
32	29	449/4	449/4	4.0	0	4/4	1	0							33
33	30	465/4	465/4	4.0	0	4/4	1	0						start	34
34	31	481/4	481/4	4.0	0	4/4	1	0							35
35	32	497/4	497/4	4.0	0	4/4	1	0							36
36	33	513/4	513/4	4.0	0	4/4	1	0							37
37	34	529/4	529/4	4.0	0	4/4	1	0							38
38	35	545/4	545/4	4.0	0	4/4	1	0							39
39	36	561/4	561/4	4.0	0	4/4	1	0							40
40	37	577/4	577/4	4.0	0	4/4	1	0							41
41	38	593/4	593/4	4.0	0	4/4	1	0							42
42	39	609/4	609/4	4.0	0	4/4	1	0							43, 45
43	40		625/4	4.0	0	4/4	1	0	1				line		44
44	40		641/4	4.0	0	4/4	1	0	1		1			end	33
45	40	625/4	657/4	4.0	0	4/4	1	0	2		1	double	line		46
46	41	641/4	673/4	4.0	0	4/4	1	0							47
47	42	657/4	689/4	4.0	0	4/4	1	0							48
48	43	673/4	705/4	4.0	0	4/4	1	0							49
49	44	689/4	721/4	4.0	0	4/4	1	0							50
50	45	705/4	737/4	4.0	0	4/4	1	0							51
51	46	721/4	753/4	4.0	0	4/4	1	0							52
52	47	737/4	769/4	4.0	0	4/4	1	0							53
53	48	753/4	785/4	4.0	0	4/4	1	0				double			54
54	49	769/4	801/4	4.0	0	4/4	1	0						start	55
55	50	785/4	817/4	4.0	0	4/4	1	0							56
56	51	801/4	833/4	4.0	0	4/4	1	0							57
57	52	817/4	849/4	4.0	0	4/4	1	0							58
58	53	833/4	865/4	4.0	0	4/4	1	0							59
59	54	849/4	881/4	4.0	0	4/4	1	0							60
60	55	865/4	897/4	4.0	0	4/4	1	0							61
61	56	881/4	913/4	4.0	0	4/4	1	0							62
62	57	897/4	929/4	4.0	0	4/4	1	0							63
63	58	913/4	945/4	4.0	0	4/4	1	0							64
64	59	929/4	961/4	4.0	0	4/4	1	0							65, 66
65	60		977/4	4.0	0	4/4	1	0	1					end	54
66	60	945/4	993/4	4.0	0	4/4	1	0	2		1				67
67	61	961/4	1009/4	4.0	0	4/4	1	0							68
68	62	977/4	1025/4	4.0	0	4/4	1	0							69
