mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
69	63	993/4	1041/4	4.0	0	4/4	1	0							70
70	64	1009/4	1057/4	4.0	0	4/4	1	0							71
71	65	1025/4	1073/4	4.0	0	4/4	1	0							72
72	66	1041/4	1089/4	4.0	0	4/4	1	0							73
73	67	1057/4	1105/4	4.0	0	4/4	1	0							74
74	68	1073/4	1121/4	4.0	0	4/4	1	0							75
75	69	1089/4	1137/4	4.0	0	4/4	1	0							76
76	70	1105/4	1153/4	4.0	0	4/4	1	0							77
77	71	1121/4	1169/4	4.0	0	4/4	1	0							78
78	72	1137/4	1185/4	4.0	0	4/4	1	0							79
79	73	1153/4	1201/4	4.0	0	4/4	1	0							80
80	74	1169/4	1217/4	4.0	0	4/4	1	0							81
81	75	1185/4	1233/4	4.0	0	4/4	1	0							82
82	76	1201/4	1249/4	4.0	0	4/4	1	0							83
83	77	1217/4	1265/4	4.0	0	4/4	1	0							84
84	78	1233/4	1281/4	4.0	0	4/4	1	0							85
85	79	1249/4	1297/4	4.0	0	4/4	1	0							86
86	80	1265/4	1313/4	4.0	0	4/4	1	0							87
87	81	1281/4	1329/4	4.0	0	4/4	1	0							88
88	82	1297/4	1345/4	4.0	0	4/4	1	0							89
89	83	1313/4	1361/4	4.0	0	4/4	1	0							90
90	84	1329/4	1377/4	4.0	0	4/4	1	0							91
91	85	1345/4	1393/4	4.0	0	4/4	1	0							92
92	86	1361/4	1409/4	4.0	0	4/4	1	0							93
93	87	1377/4	1425/4	4.0	0	4/4	1	0							94
94	88	1393/4	1441/4	4.0	0	4/4	1	0							95
95	89	1409/4	1457/4	4.0	0	4/4	1	0							96
96	90	1425/4	1473/4	3.75	0	4/4	15/16	0				end		lastMeasure	-1
