mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	9/8	9/8	0	firstMeasure					2
2	2	0	9/8	9/8	0						3
3	3	0	9/8	9/8	0						4
4	4	0	9/8	9/8	0						5
5	5	0	9/8	9/8	0						6
6	6	0	9/8	9/8	0						7
7	7	0	9/8	9/8	0						8
8	8	0	9/8	9/8	0						9
9	9	0	9/8	9/8	0						10
10	10	0	9/8	9/8	0						11
11	11	0	9/8	9/8	0						12
12	12	0	9/8	9/8	0						13
13	13	0	9/8	9/8	0						14
14	14	0	9/8	9/8	0						15
15	15	0	9/8	9/8	0						16
16	16	0	9/8	9/8	0						17
17	17	0	9/8	9/8	0						18
18	18	0	9/8	9/8	0						19
19	19	0	9/8	9/8	0						20
20	20	0	9/8	9/8	0						21
21	21	0	9/8	9/8	0						22
22	22	0	9/8	9/8	0						23
23	23	0	9/8	9/8	0						24
24	24	0	9/8	9/8	0						25
25	25	0	9/8	9/8	0						26
26	26	0	9/8	9/8	0						27
27	27	0	9/8	9/8	0						28
28	28	0	9/8	9/8	0						29
29	29	0	9/8	9/8	0						30
30	30	0	9/8	9/8	0						31
31	31	0	9/8	9/8	0						32
32	32	0	9/8	9/8	0						33
33	33	0	9/8	9/8	0						34
34	34	0	9/8	9/8	0						35
35	35	0	9/8	9/8	0						36
36	36	0	9/8	9/8	0						37
37	37	0	9/8	9/8	0						38
38	38	0	9/8	9/8	0						39
39	39	0	9/8	9/8	0						40
40	40	0	9/8	9/8	0						41
41	41	0	9/8	9/8	0						42
42	42	0	9/8	9/8	0						43
43	43	0	9/8	9/8	0						44
44	44	0	9/8	9/8	0						45
45	45	0	9/8	9/8	0						46
46	46	0	9/8	9/8	0						47
47	47	0	9/8	9/8	0						48
48	48	0	9/8	9/8	0						49
49	49	0	9/8	9/8	0						50
50	50	0	9/8	9/8	0						51
51	51	0	9/8	9/8	0						52
52	52	0	9/8	9/8	0						53
53	53	0	9/8	9/8	0						54
54	54	0	9/8	9/8	0						55
55	55	0	9/8	9/8	0						56
56	56	0	9/8	9/8	0						57
57	57	0	9/8	9/8	0						58
58	58	0	9/8	9/8	0						59
59	59	0	9/8	9/8	0						60
60	60	0	9/8	9/8	0						61
61	61	0	9/8	9/8	0						62
62	62	0	9/8	9/8	0						63
63	63	0	9/8	9/8	0						64
64	64	0	9/8	9/8	0						65
65	65	0	9/8	9/8	0						66
66	66	0	9/8	9/8	0						67
67	67	0	9/8	9/8	0						68
68	68	0	9/8	9/8	0						69
69	69	0	9/8	9/8	0						70
70	70	0	9/8	9/8	0						71
71	71	0	9/8	9/8	0						72
72	72	0	9/8	9/8	0						73
73	73	0	9/8	9/8	0						74
74	74	0	9/8	9/8	0						75
75	75	0	9/8	9/8	0						76
76	76	0	9/8	9/8	0						77
77	77	0	9/8	9/8	0						78
78	78	0	9/8	9/8	0						79
79	79	0	9/8	9/8	0						80
80	80	0	9/8	9/8	0						81
81	81	0	9/8	9/8	0						82
82	82	0	9/8	9/8	0						83
83	83	0	9/8	9/8	0						84
84	84	0	9/8	9/8	0						85
85	85	0	9/8	9/8	0						86
86	86	0	9/8	9/8	0						87
87	87	0	9/8	9/8	0						88
88	88	0	9/8	9/8	0						89
89	89	0	9/8	9/8	0						90
90	90	0	9/8	47/32	0			other			91
91	90	0	9/8	17/16	0			other		1	92
92	90	0	9/8	19/16	17/16			other		1	93
93	90	0	9/8	15/16	0			other		1	94
94	90	0	9/8	3/4	15/16					1	95
95	91	0	9/8	9/8	0						96
96	92	0	9/8	9/8	0						97
97	93	0	9/8	9/8	0						98
98	94	0	9/8	9/8	0						99
99	95	0	9/8	9/8	0						100
100	96	0	9/8	9/8	0						101
101	97	0	9/8	9/8	0						102
102	98	0	9/8	9/8	0						103
103	99	0	9/8	9/8	0						104
104	100	0	9/8	9/8	0						105
105	101	0	9/8	9/8	0						106
106	102	0	9/8	9/8	0						107
107	103	0	9/8	9/8	0						108
108	104	0	9/8	9/8	0						109
109	105	0	9/8	9/8	0						110
110	106	0	9/8	9/8	0						111
111	107	0	9/8	9/8	0						112
112	108	0	9/8	9/8	0						113
113	109	0	9/8	9/8	0						114
114	110	0	9/8	9/8	0						115
115	111	0	9/8	9/8	0						116
116	112	0	9/8	9/8	0						117
117	113	0	9/8	9/8	0						118
118	114	0	9/8	9/8	0						119
119	115	0	9/8	9/8	0						120
120	116	0	9/8	9/8	0						121
121	117	0	9/8	9/8	0						122
122	118	0	9/8	9/8	0						123
123	119	0	9/8	9/8	0	lastMeasure					-1
