mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-2	2/4	1/8	3/8	firstMeasure				1	2
2	1	-2	2/4	1/2	0						3
3	2	-2	2/4	1/2	0						4
4	3	-2	2/4	1/2	0						5
5	4	-2	2/4	1/2	0						6
6	5	-2	2/4	1/2	0						7
7	6	-2	2/4	1/2	0						8
8	7	-2	2/4	1/2	0						9
9	8	-2	2/4	1/2	0						10
10	9	-2	2/4	1/2	0						11
11	10	-2	2/4	1/2	0						12
12	11	-2	2/4	1/2	0						13
13	12	-2	2/4	1/2	0						14
14	13	-2	2/4	1/2	0						15
15	14	-2	2/4	1/2	0						16
16	15	-2	2/4	1/2	0						17
17	16	-2	2/4	1/2	0						18
18	17	-2	2/4	1/2	0						19
19	18	-2	2/4	1/2	0						20
20	19	-2	2/4	1/2	0						21
21	20	-2	2/4	1/2	0						22
22	21	-2	2/4	1/2	0						23
23	22	-2	2/4	1/2	0						24
24	23	-2	2/4	1/2	0						25
25	24	-2	2/4	1/2	0						26
26	25	-2	2/4	1/2	0						27
27	26	-2	2/4	1/2	0						28
28	27	-2	2/4	1/2	0						29
29	28	-2	2/4	1/2	0						30
30	29	-2	2/4	1/2	0						31
31	30	-2	2/4	1/2	0						32
32	31	-2	2/4	1/2	0						33
33	32	-2	2/4	1/2	0						34
34	33	-2	2/4	3/8	0	endRepeat					1, 35
35	34	-2	2/4	1/8	3/8						36
36	35	-2	2/4	1/2	0						37
37	36	-2	2/4	1/2	0						38
38	37	-2	2/4	1/2	0						39
39	38	-2	2/4	1/2	0						40
40	39	-2	2/4	1/2	0						41
41	40	-2	2/4	1/2	0						42
42	41	-2	2/4	1/2	0						43
43	42	-2	2/4	1/2	0						44
44	43	-2	2/4	1/2	0						45
45	44	-2	2/4	1/2	0						46
46	45	-2	2/4	1/2	0						47
47	46	-2	2/4	1/2	0						48
48	47	-2	2/4	1/2	0						49
49	48	-2	2/4	1/2	0						50
50	49	-2	2/4	1/2	0						51
51	50	-2	2/4	1/2	0						52
52	51	-2	2/4	1/2	0						53
53	52	-2	2/4	1/2	0						54
54	53	-2	2/4	1/2	0						55
55	54	-2	2/4	1/2	0						56
56	55	-2	2/4	1/2	0						57
57	56	-2	2/4	1/2	0						58
58	57	-2	2/4	1/2	0						59
59	58	-2	2/4	1/2	0						60
60	59	-2	2/4	1/2	0						61
61	60	-2	2/4	1/2	0						62
62	61	-2	2/4	1/2	0						63
63	62	-2	2/4	1/2	0						64
64	63	-2	2/4	1/2	0						65
65	64	-2	2/4	1/2	0						66
66	65	-2	2/4	1/2	0						67
67	66	-2	2/4	1/2	0						68
68	67	-2	2/4	1/2	0						69
69	68	-2	2/4	1/2	0						70
70	69	-2	2/4	1/2	0						71
71	70	-2	2/4	1/2	0						72
72	71	-2	2/4	1/2	0						73
73	72	-2	2/4	1/2	0						74
74	73	-2	2/4	1/2	0						75
75	74	-2	2/4	1/2	0						76
76	75	-2	2/4	1/2	0						77
77	76	-2	2/4	1/2	0						78
78	77	-2	2/4	1/2	0						79
79	78	-2	2/4	1/2	0						80
80	79	-2	2/4	1/2	0						81
81	80	-2	2/4	1/2	0						82
82	81	-2	2/4	1/2	0						83
83	82	-2	2/4	1/2	0						84
84	83	-2	2/4	1/2	0						85
85	84	-2	2/4	1/2	0						86
86	85	-2	2/4	1/2	0						87
87	86	-2	2/4	1/2	0						88
88	87	-2	2/4	1/2	0						89
89	88	-2	2/4	1/2	0						90
90	89	-2	2/4	1/2	0						91
91	90	-2	2/4	1/2	0						92
92	91	-2	2/4	1/2	0						93
93	92	-2	2/4	1/2	0						94
94	93	-2	2/4	1/2	0						95
95	94	-2	2/4	1/2	0						96
96	95	-2	2/4	1/2	0						97
97	96	-2	2/4	1/2	0						98
98	97	-2	2/4	1/2	0						99
99	98	-2	2/4	1/2	0						100
100	99	-2	2/4	1/2	0						101
101	100	-2	2/4	1/2	0						102
102	101	-2	2/4	1/2	0						103
103	102	-2	2/4	1/2	0						104
104	103	-2	2/4	1/2	0						105
105	104	-2	2/4	1/2	0						106
106	105	-2	2/4	1/2	0						107
107	106	-2	2/4	1/2	0						108
108	107	-2	2/4	1/2	0						109
109	108	-2	2/4	1/2	0						110
110	109	-2	2/4	1/2	0						111
111	110	-2	2/4	1/2	0						112
112	111	-2	2/4	3/8	0	lastMeasure					-1
