mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	6/8	3/4	0	2	firstMeasure					2
2	2	-1	6/8	3/4	0	2						3
3	3	-1	6/8	3/4	0	2						4
4	4	-1	6/8	3/4	0	2						5
5	5	-1	6/8	3/4	0	2						6
6	6	-1	6/8	3/4	0	3						7
7	7	-1	6/8	3/4	0	2						8
8	8	-1	6/8	3/4	0	2						9
9	9	-1	6/8	3/4	0	2						10
10	10	-1	6/8	3/4	0	3						11
11	11	-1	6/8	3/4	0	2						12
12	12	-1	6/8	3/4	0	3						13
13	13	-1	6/8	3/4	0	3						14
14	14	-1	6/8	3/4	0	4						15
15	15	-1	6/8	3/4	0	4						16
16	16	-1	6/8	3/4	0	2						17
17	17	-1	6/8	3/4	0	2						18
18	18	-1	6/8	3/4	0	2						19
19	19	-1	6/8	3/4	0	3						20
20	20	-1	6/8	3/4	0	3						21
21	21	-1	6/8	3/4	0	2						22
22	22	-1	6/8	3/4	0	2						23
23	23	-1	6/8	3/4	0	2						24
24	24	-1	6/8	3/4	0	2						25
25	25	-1	6/8	3/4	0	2						26
26	26	-1	6/8	3/4	0	2						27
27	27	-1	6/8	3/4	0	2						28
28	28	-1	6/8	3/4	0	2	lastMeasure					
